polySegratio;Simulate and Test Marker Dosage for Dominant Markers in Autopolyploids
polySegratioMM;Bayesian Mixture Models for Marker Dosage in Autopolyploids
PolyTrend;Trend Classification Algorithm
polywog;Bootstrapped Basis Regression with Oracle Model Selection
pom;POM - Patch Occupancy Models
POMaSPU;Adaptive Association Tests for Multiple Phenotypes using Proportional Odds Model (POM-aSPU)
pomdp;Solver for Partially Observable Markov Decision Processes (POMDP)
Pomic;Pattern Oriented Modelling Information Criterion
pomp;Statistical Inference for Partially Observed Markov Processes
pompom;Person-Oriented Method and Perturbation on the Model
pooh;Partial Orders and Relations
pool;Object Pooling
PooledMeanGroup;Pooled Mean Group Estimation of Dynamic Heterogenous Panels
poolfstat;Computing F-Statistics from Pool-Seq Data
pooling;Fit Poolwise Regression Models
poolVIM;Gene-Based Association Tests using the Actual Impurity Reduction (AIR) Variable Importance
pop;A Flexible Syntax for Population Dynamic Modelling
pop.wolf;Models for Simulating Wolf Populations
popbio;Construction and Analysis of Matrix Population Models
popdemo;Demographic Modelling Using Projection Matrices
POPdemog;Plot Population Demographic History
PopED;Population (and Individual) Optimal Experimental Design
popEpi;Functions for Epidemiological Analysis using Population Data
PopGenKit;Useful functions for (batch) file conversion and data resampling in microsatellite datasets
PopGenome;An Efficient Swiss Army Knife for Population Genomic Analyses
PopGenReport;A Simple Framework to Analyse Population and Landscape Genetic Data
popkin;Estimate Kinship and FST under Arbitrary Population Structure
popKorn;For interval estimation of mean of selected populations
poplite;Tools for Simplifying the Population and Querying of SQLite Databases
poppr;Genetic Analysis of Populations with Mixed Reproduction
popprxl;Read GenAlEx Files Directly from Excel
popReconstruct;Reconstruct Human Populations of the Recent Past
popsom;Functions for Constructing and Evaluating Self-Organizing Maps
poptrend;Estimate Smooth and Linear Trends from Population Count Survey Data
population;Models for Simulating Populations
populationPDXdesign;Designing Population PDX Studies
PopVar;Genomic Breeding Tools: Genetic Variance Prediction and Cross-Validation
porridge;Ridge-Type Penalized Estimation of a Potpourri of Models
portalr;Create Useful Summaries of the Portal Data
portes;Portmanteau Tests for Univariate and Multivariate Time. Series Models
portfolio;Analysing equity portfolios
portfolio.optimization;Contemporary Portfolio Optimization
PortfolioAnalytics;Portfolio Analysis, Including Numerical Methods for Optimization of Portfolios
portfolioBacktest;Automated Backtesting of Portfolios over Multiple Datasets
PortfolioEffectEstim;High Frequency Price Estimators by PortfolioEffect
PortfolioEffectHFT;High Frequency Portfolio Analytics by PortfolioEffect
PortfolioOptim;Small/Large Sample Portfolio Optimization
portfolioSim;Framework for simulating equity portfolio strategies
PortRisk;Portfolio Risk Analysis
portsort;Factor-Based Portfolio Sorts
PoSI;Valid Post-Selection Inference for Linear LS Regression
PostcodesioR;API Wrapper Around 'Postcodes.io'
postDoubleR;Post Double Selection with Double Machine Learning
posterdown;Generate PDF Conference Posters Using R Markdown
PosteriorBootstrap;Non-Parametric Sampling with Parallel Monte Carlo
postGIStools;Tools for Interacting with 'PostgreSQL' / 'PostGIS' Databases
postinfectious;Estimating the Incubation Period Distribution of Post-Infectious Syndrome
postlightmercury;Parses Web Pages using Postlight Mercury
postlogic;Infix and Postfix Logic Operators
POT;Generalized Pareto Distribution and Peaks Over Threshold
potts;Markov Chain Monte Carlo for Potts Models
PottsUtils;Utility Functions of the Potts Models
POUMM;The Phylogenetic Ornstein-Uhlenbeck Mixed Model
povcalnetR;Client for the 'Povcalnet' API
powdist;Power and Reversal Power Distributions
powdR;Full Pattern Summation of X-Ray Powder Diffraction Data
PoweR;Computation of Power and Level Tables for Hypothesis Tests
Power2Stage;Power and Sample-Size Distribution of 2-Stage Bioequivalence Studies
powerAnalysis;Power Analysis in Experimental Design
powerbydesign;Power Estimates for ANOVA Designs
powerCompRisk;Power Analysis Tool for Joint Testing Hazards with Competing Risks Data
powerEQTL;Power and Sample Size Calculation for eQTL Analysis
PowerfulMaxEigenpair;Powerful Algorithm for Maximal Eigenpair
powerGWASinteraction;Power Calculations for GxE and GxG Interactions for GWAS
poweRlaw;Analysis of Heavy Tailed Distributions
powerlmm;Power Analysis for Longitudinal Multilevel Models
powerMediation;Power/Sample Size Calculation for Mediation Analysis
PowerNormal;Power Normal Distribution
powerpkg;Power analyses for the affected sib pair and the TDT design
powerplus;Exponentiation Operations
powerSurvEpi;Power and Sample Size Calculation for Survival Analysis of Epidemiological Studies
PowerTOST;Power and Sample Size for (Bio)Equivalence Studies
PowerUpR;Power Analysis Tools for Multilevel Randomized Experiments
PP;Person Parameter Estimation
PP3;Three-Dimensional Exploratory Projection Pursuit
ppcc;Probability Plot Correlation Coefficient Test
PPCI;Projection Pursuit for Cluster Identification
ppclust;Probabilistic and Possibilistic Cluster Analysis
ppcong;Interfacing with ProPublica's 'Congress' API
ppcor;Partial and Semi-Partial (Part) Correlation
ppcSpatial;Spatial Analysis of Pakistan Population Census
PPforest;Projection Pursuit Classification Forest
ppgmmga;Projection Pursuit Based on Gaussian Mixtures and Evolutionary Algorithms
ppitables;Lookup Tables to Generate Poverty Likelihoods and Rates using the Poverty Probability Index (PPI)
ppls;Penalized Partial Least Squares
ppmlasso;Point Process Models with LASSO Penalties
PPMR;Probabilistic Two Sample Mendelian Randomization
PPQplan;Process Performance Qualification (PPQ) Plans in Chemistry, Manufacturing and Controls (CMC) Statistical Analysis
PPRL;Privacy Preserving Record Linkage
pps;Functions for PPS sampling
ppsbm;Clustering in Longitudinal Networks
PPtree;Projection pursuit classification tree
PPtreeViz;Projection Pursuit Classification Tree Visualization
pqantimalarials;web tool for estimating under-five deaths caused by poor-quality antimalarials in sub-Saharan Africa
PQLseq;Efficient Mixed Model Analysis of Count Data in Large-Scale Genomic Sequencing Studies
prabclus;Functions for Clustering and Testing of Presence-Absence, Abundance and Multilocus Genetic Data
pracma;Practical Numerical Math Functions
PracTools;Tools for Designing and Weighting Survey Samples
pragma;Provides a pragma / directive / keyword syntax for R
prais;Prais-Winsten Estimator for AR(1) Serial Correlation
praise;Praise Users
praktikum;"Kvantitatiivsete meetodite praktikumi asjad / Functions used in the course ""Quantitative methods in behavioural sciences"" (SHPH.00.004), University of Tartu"
praznik;Tools for Information-Based Feature Selection
prc;Paired Response Curve
prcbench;Testing Workbench for Precision-Recall Curves
prclust;Penalized Regression-Based Clustering Method
prcr;Person-Centered Analysis
pre;Prediction Rule Ensembles
precintcon;Precipitation Intensity, Concentration and Anomaly Analysis
PreciseSums;Accurate Floating Point Sums and Products
precrec;Calculate Accurate Precision-Recall and ROC (Receiver Operator Characteristics) Curves
predhy;Genomic Prediction of Hybrid Performance
predict3d;Draw Three Dimensional Predict Plot Using Package 'rgl'
PredictABEL;Assessment of Risk Prediction Models
prediction;Tidy, Type-Safe 'prediction()' Methods
predictionInterval;Prediction Interval Functions for Assessing Replication Study Results
PredictionR;Prediction for Future Data from any Continuous Distribution
PredictiveRegression;Prediction Intervals for Three Basic Statistical Models
predictmeans;Calculate Predicted Means for Linear Models
predictoR;Predictive Data Analysis System
predictrace;Predict the Race of a Given Surname Using Census Data
predkmeans;Covariate Adaptive Clustering
predmixcor;Classification rule based on Bayesian mixture models with feature selection bias corrected
PredPsych;Predictive Approaches in Psychology
predtoolsTS;Time Series Prediction Tools
prefeR;R Package for Pairwise Preference Elicitation
preference;2-Stage Preference Trial Design and Analysis
prefmod;Utilities to Fit Paired Comparison Models for Preferences
PreKnitPostHTMLRender;Pre-Knitting Processing and Post HTML-Rendering Processing
PReMiuM;Dirichlet Process Bayesian Clustering, Profile Regression
prepdat;Preparing Experimental Data for Statistical Analysis
prepplot;Prepare Figure Region for Base Graphics
PreProcess;Basic Functions for Pre-Processing Microarrays
preprocomb;Tools for Preprocessing Combinations
preprosim;Lightweight Data Quality Simulation for Classification
preproviz;Tools for Visualization of Interdependent Data Quality Issues
PREPShiny;Interactive Document for Preprocessing the Dataset
preputils;Utilities for Preparation of Data Analysis
prereg;R Markdown Templates to Preregister Scientific Studies
PresenceAbsence;Presence-Absence Model Evaluation
presens;Interface for PreSens Fiber Optic Data
presentes;Registry of Victims of State Terrorism in Argentina
preseqR;Predicting Species Accumulation Curves
PResiduals;Probability-Scale Residuals and Residual Correlations
presmTP;Methods for Transition Probabilities
preText;Diagnostics to Assess the Effects of Text Preprocessing Decisions
prettyB;Pretty Base Graphics
prettycode;Pretty Print R Code in the Terminal
prettydoc;Creating Pretty Documents from R Markdown
prettyGraphs;Publication-Quality Graphics
prettymapr;Scale Bar, North Arrow, and Pretty Margins in R
prettyR;Pretty Descriptive Stats
prettyunits;Pretty, Human Readable Formatting of Quantities
prevalence;Tools for Prevalence Assessment Studies
prevederer;Wrapper for the 'Prevedere' API
PrevMap;Geostatistical Modelling of Spatially Referenced Prevalence Data
prevR;Estimating Regional Trends of a Prevalence from a DHS
prevtoinc;Prevalence to Incidence Calculations for Point-Prevalence Studies in a Nosocomial Setting
pRF;Permutation Significance for Random Forests
priceR;Regular Expressions for Prices and Currencies
pricesensitivitymeter;Van Westendorp Price Sensitivity Meter Analysis
prim;Patient Rule Induction Method (PRIM)
primefactr;Use Prime Factorization for Computations
primePCA;Projected Refinement for Imputation of Missing Entries in PCA
primer;Functions and Data for the Book, A Primer of Ecology with R
primerTree;Visually Assessing the Specificity and Informativeness of Primer Pairs
primes;Generate and Test for Prime Numbers
PRIMME;Eigenvalues and Singular Values and Vectors from Large Matrices
PRIMsrc;PRIM Survival Regression Classification
princurve;Fits a Principal Curve in Arbitrary Dimension
prinsimp;Finding and plotting simple basis vectors for multivariate data
printr;Automatically Print R Objects to Appropriate Formats According to the 'knitr' Output Format
prioGene;Prioritize Diseases Candidate Genes with the Network and on Functional Information
PriorCD;Prioritizing Cancer Drugs for Interested Cancer
PriorGen;Generates Prior Distributions for Proportions
prioritizr;Systematic Conservation Prioritization in R
prioritizrdata;Conservation Planning Data Sets
prioritylasso;Analyzing Multiple Omics Data with an Offset Approach
prism;Access Data from the Oregon State Prism Climate Project
PRISM.forecast;Penalized Regression with Inferred Seasonality Module - Forecasting Unemployment Initial Claims using 'Google Trends' Data
PRISMA;Protocol Inspection and State Machine Analysis
PRISMAstatement;"Plot Flow Charts According to the ""PRISMA"" Statement"
prismatic;Color Manipulation Tools
prisonbrief;Downloads and Parses World Prison Brief Data
prithulib;Perform Random Experiments
PrivateLR;Differentially Private Regularized Logistic Regression
prLogistic;Estimation of Prevalence Ratios using Logistic Models
prnsamplr;Permanent Random Number Sampling
pro;Point-Process Response Model for Optogenetics
prob;Elementary Probability on Finite Sample Spaces
probably;Tools for Post-Processing Class Probability Estimates
probemod;Statistical Tools for Probing Moderation Effects
probFDA;Probabilistic Fisher Discriminant Analysis
ProbForecastGOP;Probabilistic weather forecast using the GOP method
probhat;Generalized Kernel Smoothing
ProbitSpatial;Probit with Spatial Dependence, SAR and SEM Models
probout;Unsupervised Multivariate Outlier Probabilities for Large Datasets
PROBShiny;Interactive Document for Working with Basic Probability
probsvm;probsvm: Class probability estimation for Support Vector Machines
ProbYX;Inference for the Stress-Strength Model R = P(Y<X)
pROC;Display and Analyze ROC Curves
proccalibrad;Extraction of Bands from MODIS Calibrated Radiances MOD02 NRT
processanimateR;Process Map Token Replay Animation
processcheckR;Rule-Based Conformance Checking of Business Process Event Data
processcontrol;Statistical Process Control Charts
processmapR;Construct Process Maps Using Event Data
processmonitR;Building Process Monitoring Dashboards
processR;Implementation of the 'PROCESS' Macro
processx;Execute and Control System Processes
ProcMod;Informative Procrustean Matrix Correlation
ProDenICA;Product Density Estimation for ICA using tilted Gaussian density estimates
prodest;Production Function Estimation
prodigenr;Research Project Directory Generator
prodlim;Product-Limit Estimation for Censored Event History Analysis
productivity;Indices of Productivity Using Data Envelopment Analysis (DEA)
productplots;Product Plots for R
prof.tree;An Alternative Display Profiling Data as Tree Structure
profdpm;Profile Dirichlet Process Mixtures
ProfessR;Grades Setting and Exam Maker
profExtrema;Compute and Visualize Profile Extrema Functions
profile;Read, Manipulate, and Write Profiler Data
ProfileLikelihood;Profile Likelihood for a Parameter in Commonly Used Statistical Models
